rule_name,description,benchmark,gpt_answer,gpt_configuration,valid_config,module_tp,module_fp,module_fn,option_name_tp,option_name_fp,option_name_fn,option_value_tp,option_value_fp,option_value_fn
4.6.2 Horizontal whitespace,"Beyond where required by the language or other style rules, and apart from literals, comments and Javadoc, a single ASCII space also appears in the following places only .
 Separating any reserved word, such as `if` , `for` or `catch` , from an open parenthesis ( `(` ) that follows it on that line 
 Separating any reserved word, such as `else` or `catch` , from a closing curly brace ( `}` ) that precedes it on that line 
 Before any open curly brace ( `{` ), with two exceptions: 
 `@SomeAnnotation({a,b})` (no space is used) 
 `String[][]x={{""foo""}};` (no space is required between `{{` , by item 9 below) 
 On both sides of any binary or ternary operator. This also applies to the following ""operator-like"" symbols: 
 the ampersand in a conjunctive type bound: `<TextendsFoo&Bar>` 
 the pipe for a catch block that handles multiple exceptions: `catch(FooException|BarExceptione)` 
 the colon ( `:` ) in an enhanced `for` (""foreach"") statement 
 the arrow in a lambda expression: `(Stringstr)->str.length()` 
 but not 
 the two colons ( `::` ) of a method reference, which is written like `Object::toString` 
 the dot separator ( `.` ), which is written like `object.toString()` 
 After `,:;` or the closing parenthesis ( `)` ) of a cast 
 Between any content and a double slash ( `//` ) which begins a comment. Multiple spaces are allowed. 
 Between a double slash ( `//` ) which begins a comment and the comment's text. Multiple spaces are allowed. 
 Between the type and variable of a declaration: `List<String>list` 
 Optional just inside both braces of an array initializer 
 `newint[]{5,6}` and `newint[]{5,6}` are both valid 
 Between a type annotation and `[]` or `...` .
 This rule is never interpreted as requiring or forbidding additional space at the start or end of a line; it addresses only interior space.","<module name=""Checker"">
        <module name=""TreeWalker"">
                <module name=""WhitespaceAround"">
      <property name=""allowEmptyConstructors"" value=""true""/>
      <property name=""allowEmptyLambdas"" value=""true""/>
      <property name=""allowEmptyMethods"" value=""true""/>
      <property name=""allowEmptyTypes"" value=""true""/>
      <property name=""allowEmptyLoops"" value=""true""/>
                        <property name=""ignoreEnhancedForColon"" value=""false""/>
                        <property name=""tokens"" value="" ASSIGN, BAND, BAND_ASSIGN, BOR, BOR_ASSIGN, BSR, BSR_ASSIGN, BXOR, BXOR_ASSIGN, COLON, DIV, DIV_ASSIGN, DO_WHILE, EQUAL, GE, GT, LAMBDA, LAND, LCURLY, LE, LITERAL_CATCH, LITERAL_DO, LITERAL_ELSE, LITERAL_FINALLY, LITERAL_FOR, LITERAL_IF, LITERAL_RETURN, LITERAL_SWITCH, LITERAL_SYNCHRONIZED, LITERAL_TRY, LITERAL_WHILE, LOR, LT, MINUS, MINUS_ASSIGN, MOD, MOD_ASSIGN, NOT_EQUAL, PLUS, PLUS_ASSIGN, QUESTION, RCURLY, SL, SLIST, SL_ASSIGN, SR, SR_ASSIGN, STAR, STAR_ASSIGN, LITERAL_ASSERT, TYPE_EXTENSION_AND""/>
                </module>
                <module name=""ParenPad"">
                        <property name=""tokens"" value=""ANNOTATION, ANNOTATION_FIELD_DEF, CTOR_CALL, CTOR_DEF, DOT, ENUM_CONSTANT_DEF, EXPR, LITERAL_CATCH, LITERAL_DO, LITERAL_FOR, LITERAL_IF, LITERAL_NEW, LITERAL_SWITCH, LITERAL_SYNCHRONIZED, LITERAL_WHILE, METHOD_CALL, METHOD_DEF, QUESTION, RESOURCE_SPECIFICATION, SUPER_CTOR_CALL, LAMBDA, RECORD_DEF""/>
                </module>
                <module name=""WhitespaceAfter"">
                        <property name=""tokens"" value=""COMMA, SEMI, TYPECAST, LITERAL_IF, LITERAL_ELSE, LITERAL_RETURN, LITERAL_WHILE, LITERAL_DO, LITERAL_FOR, LITERAL_FINALLY, DO_WHILE, ELLIPSIS, LITERAL_SWITCH, LITERAL_SYNCHRONIZED, LITERAL_TRY, LITERAL_CATCH, LAMBDA, LITERAL_YIELD, LITERAL_CASE""/>
                </module>
                <module name=""NoWhitespaceBefore"">
                        <property name=""tokens"" value=""COMMA, SEMI, POST_INC, POST_DEC, DOT, LABELED_STAT, METHOD_REF""/>
                        <property name=""allowLineBreaks"" value=""true""/>
                </module>
                <module name=""NoWhitespaceBeforeCaseDefaultColon""/>
        </module>
</module>",Yes,"<module
******
<module name='WhitespaceAround'>
            <property name='tokens' value='ASSIGN, BAND, BAND_ASSIGN, BOR, BOR_ASSIGN, COLON, COMMA, DIV, DIV_ASSIGN, EQUAL, GE, GT, LAND, LCURLY, LE, LITERAL_ASSERT, LITERAL_CATCH, LITERAL_DO, LITERAL_ELSE, LITERAL_FINALLY, LITERAL_FOR, LITERAL_IF, LITERAL_RETURN, LITERAL_SYNCHRONIZED, LITERAL_TRY, LITERAL_WHILE, LNOT, LOR, LT, MINUS, MINUS_ASSIGN, MOD, MOD_ASSIGN, NOT_EQUAL, PLUS, PLUS_ASSIGN, QUESTION, RCURLY, SEMI, SL, SLIST, SL_ASSIGN, SR, SR_ASSIGN, STAR, STAR_ASSIGN, METHOD_DEF, CTOR_DEF, VARIABLE_DEF, STATIC_INIT, INSTANCE_INIT, ENUM_CONSTANT_DEF, PARAMETER_DEF, LABELED_STAT, EXPR, BLOCK, TYPECAST, INDEX_OP, METHOD_CALL, EXPR, ARRAY_INIT, GENERIC_START, GENERIC_END, ENUM_DEF, CLASS_DEF, INTERFACE_DEF, ANNOTATION_DEF, ANNOTATION_FIELD_DEF, PACKAGE_DEF'/>
            <property name='option' value='space'/>
            <property name='tokens' value='METHOD_DEF, CTOR_DEF, VARIABLE_DEF, STATIC_INIT, INSTANCE_INIT, ENUM_CONSTANT_DEF, PARAMETER_DEF, LABELED_STAT, EXPR, BLOCK, TYPECAST, INDEX_OP, METHOD_CALL, EXPR, ARRAY_INIT, GENERIC_START, GENERIC_END, ENUM_DEF, CLASS_DEF, INTERFACE_DEF, ANNOTATION_DEF, ANNOTATION_FIELD_DEF, PACKAGE_DEF'/>
            <property name='option' value='space'/>
        </module>"",
        ""
******
<module name='WhitespaceAfter'>
            <property name='tokens' value='BNOT, DEC, INC, LNOT, MINUS, UNARY_MINUS, NOT, PLUS, UNARY_PLUS'/>
            <property name='option' value='space'/>
        </module>"",
        ""
******
<module name='WhitespaceAfter'>
            <property name='tokens' value='COLON'/>
            <property name='option' value='space'/>
        </module>"",
        ""
******
<module name='WhitespaceAround'>
            <property name='tokens' value='QUESTION'/>
            <property name='option' value='space'/>
        </module>"",
        ""
******
<module name='WhitespaceAround'>
            <property name='tokens' value='BAND, BOR, BOR, STAR, DIV, MOD, SL, SR, BAND_ASSIGN, BOR_ASSIGN, STAR_ASSIGN, DIV_ASSIGN, MOD_ASSIGN, PLUS_ASSIGN, MINUS_ASSIGN, SL_ASSIGN, SR_ASSIGN, BOR_ASSIGN, BAND_ASSIGN, XOR_ASSIGN'/>
            <property name='option' value='space'/>
        </module>",true,"WhitespaceAround
WhitespaceAfter","WhitespaceAfter
WhitespaceAround
WhitespaceAround","ParenPad
NoWhitespaceBefore
NoWhitespaceBeforeCaseDefaultColon",,"WhitespaceAround
WhitespaceAfter
WhitespaceAfter
WhitespaceAround
WhitespaceAround","WhitespaceAround
ParenPad
WhitespaceAfter
NoWhitespaceBefore
NoWhitespaceBeforeCaseDefaultColon",,"WhitespaceAround
WhitespaceAfter
WhitespaceAfter
WhitespaceAround
WhitespaceAround","WhitespaceAround
ParenPad
WhitespaceAfter
NoWhitespaceBefore
NoWhitespaceBeforeCaseDefaultColon"
4.6.3 Horizontal alignment: never required,"Terminology Note: 
 Horizontal alignment is the practice of adding a variable number of additional spaces in your code with the goal of making certain tokens appear directly below certain other tokens on previous lines.
 This practice is permitted, but is never required by Google Style. It is not even required to maintain horizontal alignment in places where it was already used.
 Here is an example without alignment, then using alignment:
 private int x; // this is fine
 private Color color; // this too
 

 private int  x; // permitted, but future edits
 private Color color; // may leave it unaligned
 

 Tip: Alignment can aid readability, but it creates problems for future maintenance. Consider a future change that needs to touch just one line. This change may leave the formerly-pleasing formatting mangled, and that is allowed . More often it prompts the coder (perhaps you) to adjust whitespace on nearby lines as well, possibly triggering a cascading series of reformattings. That one-line change now has a ""blast radius."" This can at worst result in pointless busywork, but at best it still corrupts version history information, slows down reviewers and exacerbates merge conflicts.",,Yes,"<module
******
<module name='Indentation'>
            <property name='basicOffset' value='4'/>
            <property name='braceAdjustment' value='0'/>
            <property name='caseIndent' value='4'/>
            <property name='throwsIndent' value='4'/>
            <property name='lineWrappingIndentation' value='4'/>
            <property name='arrayInitIndent' value='4'/>
            <property name='lineWrappingIndentationForArrayInit' value='4'/>
            <property name='lineWrappingIndentationForExceedingMethodLimit' value='4'/>
            <property name='lineWrappingIndentationForExceedingAnnotationLimit' value='4'/>
            <property name='lineWrappingIndentationForExceedingClassLimit' value='4'/>
            <property name='lineWrappingIndentationForExceedingEnumLimit' value='4'/>
            <property name='lineWrappingIndentationForExceedingObjectInitLimit' value='4'/>
            <property name='lineWrappingIndentationForExceedingLambdaLimit' value='4'/>
            <property name='lineWrappingIndentationForExceedingAssignmentLimit' value='4'/>
            <property name='lineWrappingIndentationForExceedingBinaryExpressionLimit' value='4'/>
            <property name='lineWrappingIndentationForExceedingSelectorExpressionLimit' value='4'/>
            <property name='lineWrappingIndentationForExceedingUnaryExpressionLimit' value='4'/>
            <property name='lineWrappingIndentationForExceedingEnumConstantLimit' value='4'/>
        </module>"",
        ""
******
<module name='WhitespaceAfter'>
            <property name='allowMultipleEmptyLines' value='false'/>
            <property name='allowEmptyCatch' value='false'/>
            <property name='allowEmptyFinalization' value='false'/>
            <property name='allowEmptyMethod' value='false'/>
            <property name='allowEmptyType' value='false'/>
            <property name='allowEmptyForInitializer' value='false'/>
            <property name='allowEmptyForStatement' value='false'/>
            <property name='allowEmptyWhileStatement' value='false'/>
            <property name='allowEmptyDoWhileStatement' value='false'/>
            <property name='allowEmptySwitch' value='false'/>
            <property name='allowEmptySynchronized' value='false'/>
            <property name='allowEmptyClass' value='false'/>
            <property name='allowEmptyInterface' value='false'/>
            <property name='allowEmptyEnum' value='false'/>
            <property name='allowEmptyAnnotationType' value='false'/>
            <property name='allowEmptyConstructor' value='false'/>
            <property name='allowEmptyLambda' value='false'/>
            <property name='allowEmptyRecord' value='false'/>
            <property name='allowEmptyConstructorBody' value='false'/>
            <property name='allowEmptyMethodBody' value='false'/>
            <property name='allowEmptyIfStatement' value='false'/>
            <property name='allowEmptyElseClause' value='false'/>
            <property name='allowEmptyCatchClause' value='false'/>
            <property name='allowEmptyTryStatement' value='false'/>
            <property name='allowEmptyFinallyClause' value='false'/>
            <property name='allowEmptySwitchBlock' value='false'/>
            <property name='allowEmptySynchronizedBlock' value='false'/>
            <property name='allowEmptyClassBlock' value='false'/>
            <property name='allowEmptyInterfaceBlock' value='false'/>
            <property name='allowEmptyEnumBlock' value='false'/>
            <property name='allowEmptyAnnotationTypeBlock' value='false'/>
            <property name='allowEmptyRecordBlock' value='false'/>
        </module>",true,,"Indentation
WhitespaceAfter",,,"Indentation
WhitespaceAfter",,,"Indentation
WhitespaceAfter",
4.7 Grouping parentheses: recommended,"Optional grouping parentheses are omitted only when author and reviewer agree that there is no reasonable chance the code will be misinterpreted without them, nor would they have made the code easier to read. It is not reasonable to assume that every reader has the entire Java operator precedence table memorized.",,Yes,<module name='UnnecessaryParentheses'/>,true,,UnnecessaryParentheses,,,UnnecessaryParentheses,,,UnnecessaryParentheses,
4.8.1 Enum classes,"After each comma that follows an enum constant, a line break is optional. Additional blank lines (usually just one) are also allowed. This is one possibility:
 private enum Answer {
  YES {
  @Override public String toString() {
  return ""yes"";
  }
  },
 

  NO,
  MAYBE
 }
 

 An enum class with no methods and no documentation on its constants may optionally be formatted as if it were an array initializer (see Section 4.8.3.1 on array initializers ).
 private enum Suit { CLUBS, HEARTS, SPADES, DIAMONDS }
 

 Since enum classes are classes , all other rules for formatting classes apply.",,Yes,<module name='NoEnumTrailingComma'/>,true,,NoEnumTrailingComma,,,NoEnumTrailingComma,,,NoEnumTrailingComma,
4.8.4 Switch statements,"Terminology Note: Inside the braces of a switch block are one or more statement groups . Each statement group consists of one or more switch labels (either `caseFOO:` or `default:` ), followed by one or more statements (or, for the last statement group, zero or more statements).",,Yes,"<module name='FallThrough'/>
******
<module name='MissingSwitchDefault'/>",true,,"FallThrough
MissingSwitchDefault",,,"FallThrough
MissingSwitchDefault",,,"FallThrough
MissingSwitchDefault",
4.8.6 Comments,"This section addresses implementation comments . Javadoc is addressed separately in Section 7, Javadoc .
 Any line break may be preceded by arbitrary whitespace followed by an implementation comment. Such a comment renders the line non-blank.",,Yes,"<module name='CommentsIndentation'/>
******
<module name='CommentsIndentation'/>
******
<module name='CommentsIndentation'/>",true,,"CommentsIndentation
CommentsIndentation
CommentsIndentation",,,"CommentsIndentation
CommentsIndentation
CommentsIndentation",,,"CommentsIndentation
CommentsIndentation
CommentsIndentation",
4.8.6.1 Block comment style,"lock comments are indented at the same level as the surrounding code. They may be in /* ... */ style or // ... style. For multi-line /* ... */ comments, subsequent lines must start with * aligned with the * on the previous line.

/*
 * This is          // And so           /* Or you can
 * okay.            // is this.          * even do this. */
 */
Comments are not enclosed in boxes drawn with asterisks or other characters.

Tip: When writing multi-line comments, use the /* ... */ style if you want automatic code formatters to re-wrap the lines when necessary (paragraph-style). Most formatters don't re-wrap lines in // ... style comment blocks.","<module name=""Checker"">
        <module name=""TreeWalker"">
                <module name=""CommentsIndentation"">
                        <property name=""tokens"" value=""SINGLE_LINE_COMMENT, BLOCK_COMMENT_BEGIN""/>
                </module>
        </module>
</module>",Yes,"<module name='CommentsIndentation'>
******
    <property name='allowLineup' value='true'/>
******
    <property name='eachLine' value='false'/>
******
</module>
******
<module name='CommentsIndentation'>
******
    <property name='allowLineup' value='false'/>
******
    <property name='eachLine' value='true'/>
******
</module>",true,CommentsIndentation,CommentsIndentation,,,"CommentsIndentation
CommentsIndentation",CommentsIndentation,,"CommentsIndentation
CommentsIndentation",CommentsIndentation
4.8.7 Modifiers,"Class and member modifiers, when present, appear in the order recommended by the Java Language Specification:
 public protected private abstract default static final transient volatile synchronized native strictfp","<module name=""Checker"">
  <module name=""TreeWalker"">
    <module name=""ModifierOrder""/>
  </module>
</module>",Yes,"<module name='VisibilityModifier'>
  <property name='allowedVisibilities' value='public,protected,private,package-private'/>
  <property name='tokens' value='VARIABLE_DEF, METHOD_DEF, CTOR_DEF, CLASS_DEF, INTERFACE_DEF, ENUM_DEF, ANNOTATION_DEF'/>
  <property name='ignoreConstructorParameter' value='false'/>
</module>
******
<module name='ModifierOrder'>
  <property name='tokens' value='CLASS_DEF, INTERFACE_DEF, ENUM_DEF, ANNOTATION_DEF, METHOD_DEF, VARIABLE_DEF'/>
  <property name='expectedModifierOrder' value='public,protected,private,abstract,default,static,final,transient,volatile,synchronized,native,strictfp'/>
</module>",true,ModifierOrder,VisibilityModifier,,,"VisibilityModifier
ModifierOrder",ModifierOrder,,"VisibilityModifier
ModifierOrder",ModifierOrder
4.8.8 Numeric Literals,"`long` -valued integer literals use an uppercase `L` suffix, never lowercase (to avoid confusion with the digit `1` ). For example, `3000000000L` rather than `3000000000l` .","<module name=""Checker"">
  <module name=""TreeWalker"">
    <module name=""UpperEll""/>
  </module>
</module>",Yes,"<module name='RegexpHeader'>
******
  <property name='headerFile' value='header.txt'/>
******
  <property name='fileExtensions' value='java'/>
******
</module>
******
<module name='Regexp'>
******
  <property name='format' value='^L$'/>
******
  <property name='illegalPattern' value='l'/>
******
  <property name='illegalPatternDisplay' value='Avoid lowercase L for long literals'/>
******
  <property name='fileExtensions' value='java'/>
******
</module>",true,,"RegexpHeader
Regexp",UpperEll,,"RegexpHeader
Regexp",UpperEll,,"RegexpHeader
Regexp",UpperEll
5.1 Rules common to all identifiers,"Identifiers use only ASCII letters and digits, and, in a small number of cases noted below, underscores. Thus each valid identifier name is matched by the regular expression `\w+` .
 In Google Style, special prefixes or suffixes are not used. For example, these names are not Google Style: `name_` , `mName` , `s_name` and `kName` .",,Yes,"<module
******
<module name='PackageDeclaration'>\n  <property name='format' value='^([a-z]+[a-z0-9]*)(\\.([a-z]+[a-z0-9]*))*$'/>\n  <property name='severity' value='warning'/>\n  <property name='illegalTokens' value='true'/>\n</module>"",
        ""
******
<module name='TypeName'>\n  <property name='format' value='^[A-Z][a-zA-Z0-9]*$'/>\n  <property name='severity' value='error'/>\n  <property name='illegalTokens' value='true'/>\n</module>",true,,"PackageDeclaration
TypeName",,,"PackageDeclaration
TypeName",,,"PackageDeclaration
TypeName",
5.2.1 Package names,"Package names use only lowercase letters and digits (no underscores). Consecutive words are simply concatenated together. For example, `com.example.deepspace` , not `com.example.deepSpace` or `com.example.deep_space` .","<module name=""Checker"">
        <module name=""TreeWalker"">
                <module name=""PackageName"">
                        <property name=""format"" value=""^[a-z]+(\.[a-z][a-z0-9]*)*$""/>
                        <message key=""name.invalidPattern"" value=""Package name ''{0}'' must match pattern ''{1}''.""/>
                </module>
        </module>
</module>",Yes,"<module name='PackageDeclaration'>
  <property name='id' value='PackageDeclaration'/>
  <property name='format' value='^[a-z]+(\.[a-z0-9]+)*$'/>
</module>",true,,PackageDeclaration,PackageName,,PackageDeclaration,PackageName,,PackageDeclaration,PackageName
5.2.2 Class names,"Class names are written in UpperCamelCase .
 Class names are typically nouns or noun phrases. For example, `Character` or `ImmutableList` . Interface names may also be nouns or noun phrases (for example, `List` ), but may sometimes be adjectives or adjective phrases instead (for example, `Readable` ).
 There are no specific rules or even well-established conventions for naming annotation types.
 A test class has a name that ends with `Test` , for example, `HashIntegrationTest` . If it covers a single class, its name is the name of that class plus `Test` , for example `HashImplTest` .","<module name=""Checker"">
        <module name=""TreeWalker"">
                <module name=""TypeName"">
                        <property name=""tokens"" value=""CLASS_DEF, INTERFACE_DEF, ENUM_DEF, ANNOTATION_DEF, RECORD_DEF""/>
                        <property name=""format"" value=""^[A-Z][a-zA-Z0-9]*$""/>
                        <message key=""name.invalidPattern"" value=""Type name ''{0}'' must match pattern ''{1}''.""/>
                </module>
        </module>
</module>",Yes,"<module
******
<module name='TypeName'>
            <property name='format' value='^[A-Z][a-zA-Z0-9]*$'/>
            <property name='severity' value='warning'/>
        </module>"",
        ""
******
<module name='InterfaceTypeParameterName'>
            <property name='format' value='^[A-Z][a-zA-Z0-9]*$'/>
            <property name='severity' value='warning'/>
        </module>"",
        ""
******
<module name='ClassTypeParameterName'>
            <property name='format' value='^[A-Z][a-zA-Z0-9]*$'/>
            <property name='severity' value='warning'/>
        </module>",true,TypeName,"InterfaceTypeParameterName
ClassTypeParameterName",,,"TypeName
InterfaceTypeParameterName
ClassTypeParameterName",TypeName,,"TypeName
InterfaceTypeParameterName
ClassTypeParameterName",TypeName
5.2.3 Method names,"Method names are written in lowerCamelCase .
 Method names are typically verbs or verb phrases. For example, `sendMessage` or `stop` .
 Underscores may appear in JUnit test method names to separate logical components of the name, with each component written in lowerCamelCase , for example `transferMoney_deductsFromSource` . There is no One Correct Way to name test methods.","<module name=""Checker"">
        <module name=""TreeWalker"">
                <module name=""MethodName"">
                        <property name=""format"" value=""^[a-z][a-z0-9]\w*$""/>
                        <message key=""name.invalidPattern"" value=""Method name ''{0}'' must match pattern ''{1}''.""/>
                </module>
        </module>
</module>",Yes,"<module name='MethodName'>
******
  <property name='format' value='^[a-z][a-zA-Z0-9]*$'/>
******
</module>",true,MethodName,,,MethodName,,,,MethodName,MethodName
5.2.4 Constant names,"Constant names use `UPPER_SNAKE_CASE` : all uppercase letters, with each word separated from the next by a single underscore. But what is a constant, exactly?
 Constants are static final fields whose contents are deeply immutable and whose methods have no detectable side effects. Examples include primitives, strings, immutable value classes, and anything set to `null` . If any of the instance's observable state can change, it is not a constant. Merely intending to never mutate the object is not enough. Examples:
 // Constants
 static final int NUMBER = 5;
 static final ImmutableList<String> NAMES = ImmutableList.of(""Ed"", ""Ann"");
 static final Map<String, Integer> AGES = ImmutableMap.of(""Ed"", 35, ""Ann"", 32);
 static final Joiner COMMA_JOINER = Joiner.on(','); // because Joiner is immutable
 static final SomeMutableType[] EMPTY_ARRAY = {};
 

 // Not constants
 static String nonFinal = ""non-final"";
 final String nonStatic = ""non-static"";
 static final Set<String> mutableCollection = new HashSet<String>();
 static final ImmutableSet<SomeMutableType> mutableElements = ImmutableSet.of(mutable);
 static final ImmutableMap<String, SomeMutableType> mutableValues =
  ImmutableMap.of(""Ed"", mutableInstance, ""Ann"", mutableInstance2);
 static final Logger logger = Logger.getLogger(MyClass.getName());
 static final String[] nonEmptyArray = {""these"", ""can"", ""change""};
 

 These names are typically nouns or noun phrases.","<module name=""Checker"">
        <module name=""TreeWalker"">
                <module name=""ConstantName"">
                        <property name=""format"" value=""^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$""/>
                </module>
        </module>
</module>",Yes,"<module name='ConstantName'>
******
  <property name='format' value='^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'/>
******
  <property name='ignoreCase' value='true'/>
******
  <property name='id' value='ConstantName'/>
******
  <property name='severity' value='warning'/>
******
</module>",true,ConstantName,,,,ConstantName,ConstantName,,ConstantName,ConstantName
5.2.5 Non-constant field names,"Non-constant field names (static or otherwise) are written in lowerCamelCase .
 These names are typically nouns or noun phrases. For example, `computedValues` or `index` .","<module name=""Checker"">
        <module name=""TreeWalker"">
                <module name=""MemberName"">
                        <property name=""format"" value=""^[a-z][a-z0-9][a-zA-Z0-9]*$""/>
                        <message key=""name.invalidPattern"" value=""Member name ''{0}'' must match pattern ''{1}''.""/>
                </module>
        </module>
</module>",Yes,"<module name='VisibilityModifier'>
  <property name='id' value='visibilitymodifier'/>
  <property name='protectedAllowed' value='true'/>
</module>
******
<module name='FieldName'>
  <property name='id' value='fieldname'/>
  <property name='format' value='^[a-z][a-zA-Z0-9]*$'/>
  <property name='minLength' value='1'/>
  <property name='allowStatic' value='true'/>
</module>",true,,"VisibilityModifier
FieldName",MemberName,,"VisibilityModifier
FieldName",MemberName,,"VisibilityModifier
FieldName",MemberName
5.2.6 Parameter names,"Parameter names are written in lowerCamelCase .
 One-character parameter names in public methods should be avoided.","<module name=""Checker"">
        <module name=""TreeWalker"">
                <module name=""ParameterName"">
                        <property name=""format"" value=""^[a-z]([a-z0-9][a-zA-Z0-9]*)?$""/>
                        <message key=""name.invalidPattern"" value=""Parameter name ''{0}'' must match pattern ''{1}''.""/>
                </module>
                <module name=""LambdaParameterName"">
                        <property name=""format"" value=""^[a-z]([a-z0-9][a-zA-Z0-9]*)?$""/>
                        <message key=""name.invalidPattern"" value=""Lambda parameter name ''{0}'' must match pattern ''{1}''.""/>
                </module>
                <module name=""CatchParameterName"">
                        <property name=""format"" value=""^[a-z]([a-z0-9][a-zA-Z0-9]*)?$""/>
                        <message key=""name.invalidPattern"" value=""Catch parameter name ''{0}'' must match pattern ''{1}''.""/>
                </module>
                <module name=""RecordComponentName"">
                        <property name=""format"" value=""^[a-z]([a-z0-9][a-zA-Z0-9]*)?$""/>
                        <message key=""name.invalidPattern"" value=""Record component name ''{0}'' must match pattern ''{1}''.""/>
                </module>
        </module>
</module>",Yes,"<module
******
<module name='ParameterName'>
            <property name='format' value='^[a-z][a-zA-Z0-9]*$'/>
            <property name='minLength' value='2'/>
        </module>",true,ParameterName,,"LambdaParameterName
CatchParameterName
RecordComponentName",,ParameterName,"ParameterName
LambdaParameterName
CatchParameterName
RecordComponentName",,ParameterName,"ParameterName
LambdaParameterName
CatchParameterName
RecordComponentName"
5.2.7 Local variable names,"Local variable names are written in lowerCamelCase .
 Even when final and immutable, local variables are not considered to be constants, and should not be styled as constants.","<module name=""Checker"">
        <module name=""TreeWalker"">
                <module name=""LocalVariableName"">
                        <property name=""format"" value=""^[a-z]([a-z0-9][a-zA-Z0-9]*)?$""/>
                        <message key=""name.invalidPattern"" value=""Local variable name ''{0}'' must match pattern ''{1}''.""/>
                </module>
                <module name=""LocalFinalVariableName"">
                        <property name=""format"" value=""^[a-z]([a-z0-9][a-zA-Z0-9]*)?$""/>
                </module>
                <module name=""PatternVariableName"">
                        <property name=""format"" value=""^[a-z]([a-z0-9][a-zA-Z0-9]*)?$""/>
                        <message key=""name.invalidPattern"" value=""Pattern variable name ''{0}'' must match pattern ''{1}''.""/>
                </module>
        </module>
</module>",Yes,"<module name='LocalVariableName'>
  <property name='format' value='^[a-z][a-zA-Z0-9]*$'/>
  <property name='severity' value='warning'/>
  <property name='ignoreFinal' value='false'/>
</module>",true,LocalVariableName,,"LocalFinalVariableName
PatternVariableName",,LocalVariableName,"LocalVariableName
LocalFinalVariableName
PatternVariableName",,LocalVariableName,"LocalVariableName
LocalFinalVariableName
PatternVariableName"
5.2.8 Type variable names,"Each type variable is named in one of two styles:
 A single capital letter, optionally followed by a single numeral (such as `E` , `T` , `X` , `T2` ) 
 A name in the form used for classes (see Section 5.2.2, Class names ), followed by the capital letter `T` (examples: `RequestT` , `FooBarT` ).","<module name=""Checker"">
        <module name=""TreeWalker"">
                <module name=""ClassTypeParameterName"">
                        <property name=""format"" value=""(^[A-Z][0-9]?)$|([A-Z][a-zA-Z0-9]*[T]$)""/>
                        <message key=""name.invalidPattern"" value=""Class type name ''{0}'' must match pattern ''{1}''.""/>
                </module>
                <module name=""RecordTypeParameterName"">
                        <property name=""format"" value=""(^[A-Z][0-9]?)$|([A-Z][a-zA-Z0-9]*[T]$)""/>
                        <message key=""name.invalidPattern"" value=""Record type name ''{0}'' must match pattern ''{1}''.""/>
                </module>
                <module name=""MethodTypeParameterName"">
                        <property name=""format"" value=""(^[A-Z][0-9]?)$|([A-Z][a-zA-Z0-9]*[T]$)""/>
                        <message key=""name.invalidPattern"" value=""Method type name ''{0}'' must match pattern ''{1}''.""/>
                </module>
                <module name=""InterfaceTypeParameterName"">
                        <property name=""format"" value=""(^[A-Z][0-9]?)$|([A-Z][a-zA-Z0-9]*[T]$)""/>
                        <message key=""name.invalidPattern"" value=""Interface type name ''{0}'' must match pattern ''{1}''.""/>
                </module>
        </module>
</module>",Yes,"<module name='TypeName'>
  <property name='format' value='^[A-Z][0-9]*$'/>
  <property name='severity' value='warning'/>
  <property name='allowLambdaTypeVariables' value='true'/>
  <property name='allowTypeVariables' value='true'/>
</module>
******
<module name='TypeName'>
  <property name='format' value='^[a-zA-Z]+T$'/>
  <property name='severity' value='warning'/>
  <property name='allowLambdaTypeVariables' value='true'/>
  <property name='allowTypeVariables' value='true'/>
</module>",true,,"TypeName
TypeName","ClassTypeParameterName
RecordTypeParameterName
MethodTypeParameterName
InterfaceTypeParameterName",,"TypeName
TypeName","ClassTypeParameterName
RecordTypeParameterName
MethodTypeParameterName
InterfaceTypeParameterName",,"TypeName
TypeName","ClassTypeParameterName
RecordTypeParameterName
MethodTypeParameterName
InterfaceTypeParameterName"
