url,iden,name,msg,state,fix,description,suggestion,codeExamples,options,other
https://docs.astral.sh/ruff/rules/blank-line-after-last-section/,D413,blank-line-after-last-section,"Missing blank line after last section (""{name}"")",Rule is stable,Automatic fix available,"What it does#
Checks for missing blank lines after the last section of a multi-line
docstring.
","Why is this bad?#
Multi-line docstrings are typically composed of a summary line, followed by
a blank line, followed by a series of sections, each with a section header
and a section body.
In some projects, the last section of a docstring is followed by a blank line,
for consistency and compatibility.
This rule may not apply to all projects; its applicability is a matter of
convention. By default, this rule is disabled when using the google,
numpy, and pep257 conventions.
","----neg----:
def calculate_speed(distance: float, time: float) -> float:
    """"""Calculate speed as distance divided by time.

    Parameters
    ----------
    distance : float
        Distance traveled.
    time : float
        Time spent traveling.
    Returns
    -------
    float
        Speed as distance divided by time.
    Raises
    ------
    FasterThanLightError
        If speed is greater than the speed of light.
    """"""
    try:
        return distance / time
    except ZeroDivisionError as exc:
        raise FasterThanLightError from exc
----pos----:
def calculate_speed(distance: float, time: float) -> float:
    """"""Calculate speed as distance divided by time.

    Parameters
    ----------
    distance : float
        Distance traveled.
    time : float
        Time spent traveling.

    Returns
    -------
    float
        Speed as distance divided by time.

    Raises
    ------
    FasterThanLightError
        If speed is greater than the speed of light.

    """"""
    try:
        return distance / time
    except ZeroDivisionError as exc:
        raise FasterThanLightError from exc
","https://docs.astral.sh/ruff/settings/#lint_pydocstyle_convention
lint.pydocstyle.convention
None","
<h1 id=""blank-line-after-last-section-d413"">blank-line-after-last-section (D413)<a class=""headerlink"" href=""#blank-line-after-last-section-d413"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>pydocstyle</strong> linter.</p>
<p>Fix is always available.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://peps.python.org/pep-0257/"">PEP 257 – Docstring Conventions</a></li>
<li><a href=""https://peps.python.org/pep-0287/"">PEP 287 – reStructuredText Docstring Format</a></li>
<li><a href=""https://numpydoc.readthedocs.io/en/latest/format.html"">NumPy Style Guide</a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/empty-docstring-section/,D414,empty-docstring-section,"Section has no content (""{name}"")",Rule is stable,Automatic fix not available,"What it does#
Checks for docstrings that contain empty sections.
","Why is this bad?#
Multi-line docstrings are typically composed of a summary line, followed by
a blank line, followed by a series of sections, each with a section header
and a section body.
Empty docstring sections are indicative of missing documentation. Empty
sections should either be removed or filled in with relevant documentation.
","----neg----:
def calculate_speed(distance: float, time: float) -> float:
    """"""Calculate speed as distance divided by time.

    Parameters
    ----------
    distance : float
        Distance traveled.
    time : float
        Time spent traveling.

    Returns
    -------
    float
        Speed as distance divided by time.

    Raises
    ------
    """"""
    try:
        return distance / time
    except ZeroDivisionError as exc:
        raise FasterThanLightError from exc
----pos----:
def calculate_speed(distance: float, time: float) -> float:
    """"""Calculate speed as distance divided by time.

    Parameters
    ----------
    distance : float
        Distance traveled.
    time : float
        Time spent traveling.

    Returns
    -------
    float
        Speed as distance divided by time.

    Raises
    ------
    FasterThanLightError
        If speed is greater than the speed of light.
    """"""
    try:
        return distance / time
    except ZeroDivisionError as exc:
        raise FasterThanLightError from exc
","https://docs.astral.sh/ruff/settings/#lint_pydocstyle_convention
lint.pydocstyle.convention
None","
<h1 id=""empty-docstring-section-d414"">empty-docstring-section (D414)<a class=""headerlink"" href=""#empty-docstring-section-d414"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>pydocstyle</strong> linter.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://peps.python.org/pep-0257/"">PEP 257 – Docstring Conventions</a></li>
<li><a href=""https://peps.python.org/pep-0287/"">PEP 287 – reStructuredText Docstring Format</a></li>
<li><a href=""https://numpydoc.readthedocs.io/en/latest/format.html"">NumPy Style Guide</a></li>
<li><a href=""https://google.github.io/styleguide/pyguide.html#38-comments-and-docstrings"">Google Style Guide</a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/ends-in-punctuation/,D415,ends-in-punctuation,"First line should end with a period, question mark, or exclamation point",Rule is stable,Automatic fix available,"What it does#
Checks for docstrings in which the first line does not end in a punctuation
mark, such as a period, question mark, or exclamation point.
","Why is this bad?#
The first line of a docstring should end with a period, question mark, or
exclamation point, for grammatical correctness and consistency.
This rule may not apply to all projects; its applicability is a matter of
convention. By default, this rule is enabled when using the google
convention, and disabled when using the numpy and pep257 conventions.
","----neg----:
def average(values: list[float]) -> float:
    """"""Return the mean of the given values""""""
----pos----:
def average(values: list[float]) -> float:
    """"""Return the mean of the given values.""""""
","https://docs.astral.sh/ruff/settings/#lint_pydocstyle_convention
lint.pydocstyle.convention
None","
<h1 id=""ends-in-punctuation-d415"">ends-in-punctuation (D415)<a class=""headerlink"" href=""#ends-in-punctuation-d415"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>pydocstyle</strong> linter.</p>
<p>Fix is always available.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://peps.python.org/pep-0257/"">PEP 257 – Docstring Conventions</a></li>
<li><a href=""https://numpydoc.readthedocs.io/en/latest/format.html"">NumPy Style Guide</a></li>
<li><a href=""https://google.github.io/styleguide/pyguide.html#38-comments-and-docstrings"">Google Python Style Guide - Docstrings</a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/section-name-ends-in-colon/,D416,section-name-ends-in-colon,"Section name should end with a colon (""{name}"")",Rule is stable,Automatic fix available,"What it does#
Checks for docstring section headers that do not end with a colon.
","Why is this bad?#
Multi-line docstrings are typically composed of a summary line, followed by
a blank line, followed by a series of sections, each with a section header
and a section body.
In a docstring, each section header should end with a colon, for
consistency.
This rule is enabled when using the google convention, and disabled when
using the pep257 and numpy conventions.
","----neg----:
def calculate_speed(distance: float, time: float) -> float:
    """"""Calculate speed as distance divided by time.

    Args
        distance: Distance traveled.
        time: Time spent traveling.

    Returns
        Speed as distance divided by time.

    Raises
        FasterThanLightError: If speed is greater than the speed of light.
    """"""
    try:
        return distance / time
    except ZeroDivisionError as exc:
        raise FasterThanLightError from exc
----pos----:
def calculate_speed(distance: float, time: float) -> float:
    """"""Calculate speed as distance divided by time.

    Args:
        distance: Distance traveled.
        time: Time spent traveling.

    Returns:
        Speed as distance divided by time.

    Raises:
        FasterThanLightError: If speed is greater than the speed of light.
    """"""
    try:
        return distance / time
    except ZeroDivisionError as exc:
        raise FasterThanLightError from exc
","https://docs.astral.sh/ruff/settings/#lint_pydocstyle_convention
lint.pydocstyle.convention
None","
<h1 id=""section-name-ends-in-colon-d416"">section-name-ends-in-colon (D416)<a class=""headerlink"" href=""#section-name-ends-in-colon-d416"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>pydocstyle</strong> linter.</p>
<p>Fix is always available.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://peps.python.org/pep-0257/"">PEP 257 – Docstring Conventions</a></li>
<li><a href=""https://peps.python.org/pep-0287/"">PEP 287 – reStructuredText Docstring Format</a></li>
<li><a href=""https://google.github.io/styleguide/pyguide.html#38-comments-and-docstrings"">Google Style Guide</a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/undocumented-param/,D417,undocumented-param,Missing argument description in the docstring for <code>{definition}</code>: <code>{name}</code>,Rule is stable,Automatic fix not available,"What it does#
Checks for function docstrings that do not include documentation for all
parameters in the function.
","Why is this bad?#
Multi-line docstrings are typically composed of a summary line, followed by
a blank line, followed by a series of sections, each with a section header
and a section body.
Function docstrings often include a section for function arguments, which
should include documentation for every argument. Undocumented arguments are
indicative of missing documentation.
This rule is enabled when using the google convention, and disabled when
using the pep257 and numpy conventions.
","----neg----:
def calculate_speed(distance: float, time: float) -> float:
    """"""Calculate speed as distance divided by time.

    Args:
        distance: Distance traveled.

    Returns:
        Speed as distance divided by time.

    Raises:
        FasterThanLightError: If speed is greater than the speed of light.
    """"""
    try:
        return distance / time
    except ZeroDivisionError as exc:
        raise FasterThanLightError from exc
----pos----:
def calculate_speed(distance: float, time: float) -> float:
    """"""Calculate speed as distance divided by time.

    Args:
        distance: Distance traveled.
        time: Time spent traveling.

    Returns:
        Speed as distance divided by time.

    Raises:
        FasterThanLightError: If speed is greater than the speed of light.
    """"""
    try:
        return distance / time
    except ZeroDivisionError as exc:
        raise FasterThanLightError from exc
","https://docs.astral.sh/ruff/settings/#lint_pydocstyle_convention
lint.pydocstyle.convention
None","
<h1 id=""undocumented-param-d417"">undocumented-param (D417)<a class=""headerlink"" href=""#undocumented-param-d417"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>pydocstyle</strong> linter.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://peps.python.org/pep-0257/"">PEP 257 – Docstring Conventions</a></li>
<li><a href=""https://peps.python.org/pep-0287/"">PEP 287 – reStructuredText Docstring Format</a></li>
<li><a href=""https://google.github.io/styleguide/pyguide.html#38-comments-and-docstrings"">Google Python Style Guide - Docstrings</a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/overload-with-docstring/,D418,overload-with-docstring,Function decorated with <code>@overload</code> shouldn't contain a docstring,Rule is stable,Automatic fix not available,"What it does#
Checks for @overload function definitions that contain a docstring.
","Why is this bad?#
The @overload decorator is used to define multiple compatible signatures
for a given function, to support type-checking. A series of @overload
definitions should be followed by a single non-decorated definition that
contains the implementation of the function.
@overload function definitions should not contain a docstring; instead,
the docstring should be placed on the non-decorated definition that contains
the implementation.
","----neg----:
from typing import overload


@overload
def factorial(n: int) -> int:
    """"""Return the factorial of n.""""""


@overload
def factorial(n: float) -> float:
    """"""Return the factorial of n.""""""


def factorial(n):
    """"""Return the factorial of n.""""""


factorial.__doc__  # ""Return the factorial of n.""
----pos----:
from typing import overload


@overload
def factorial(n: int) -> int:
    ...


@overload
def factorial(n: float) -> float:
    ...


def factorial(n):
    """"""Return the factorial of n.""""""


factorial.__doc__  # ""Return the factorial of n.""
",,"
<h1 id=""overload-with-docstring-d418"">overload-with-docstring (D418)<a class=""headerlink"" href=""#overload-with-docstring-d418"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>pydocstyle</strong> linter.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://peps.python.org/pep-0257/"">PEP 257 – Docstring Conventions</a></li>
<li><a href=""https://docs.python.org/3/library/typing.html#typing.overload"">Python documentation: <code>typing.overload</code></a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/empty-docstring/,D419,empty-docstring,Docstring is empty,Rule is stable,Automatic fix not available,"What it does#
Checks for empty docstrings.
","Why is this bad?#
An empty docstring is indicative of incomplete documentation. It should either
be removed or replaced with a meaningful docstring.
","----neg----:
def average(values: list[float]) -> float:
    """"""""""""
----pos----:
def average(values: list[float]) -> float:
    """"""Return the mean of the given values.""""""
",,"
<h1 id=""empty-docstring-d419"">empty-docstring (D419)<a class=""headerlink"" href=""#empty-docstring-d419"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>pydocstyle</strong> linter.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://peps.python.org/pep-0257/"">PEP 257 – Docstring Conventions</a></li>
<li><a href=""https://numpydoc.readthedocs.io/en/latest/format.html"">NumPy Style Guide</a></li>
<li><a href=""https://google.github.io/styleguide/pyguide.html#38-comments-and-docstrings"">Google Python Style Guide - Docstrings</a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/useless-metaclass-type/,UP001,useless-metaclass-type,<code>__metaclass__ = type</code> is implied,Rule is stable,Automatic fix available,"What it does#
Checks for the use of __metaclass__ = type in class definitions.
","Why is this bad?#
Since Python 3, __metaclass__ = type is implied and can thus be omitted.
","----neg----:
class Foo:
    __metaclass__ = type
----pos----:
class Foo:
    ...
",,"
<h1 id=""useless-metaclass-type-up001"">useless-metaclass-type (UP001)<a class=""headerlink"" href=""#useless-metaclass-type-up001"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>pyupgrade</strong> linter.</p>
<p>Fix is always available.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://www.python.org/dev/peps/pep-3115/"">PEP 3115</a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/type-of-primitive/,UP003,type-of-primitive,Use <code>{}</code> instead of <code>type(...)</code>,Rule is stable,Automatic fix available,"What it does#
Checks for uses of type that take a primitive as an argument.
","Why is this bad?#
type() returns the type of a given object. A type of a primitive can
always be known in advance and accessed directly, which is more concise
and explicit than using type().
","----neg----:
type(1)
----pos----:
int
",,"
<h1 id=""type-of-primitive-up003"">type-of-primitive (UP003)<a class=""headerlink"" href=""#type-of-primitive-up003"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>pyupgrade</strong> linter.</p>
<p>Fix is sometimes available.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://docs.python.org/3/library/functions.html#type"">Python documentation: <code>type()</code></a></li>
<li><a href=""https://docs.python.org/3/library/stdtypes.html"">Python documentation: Built-in types</a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/useless-object-inheritance/,UP004,useless-object-inheritance,Class <code>{name}</code> inherits from <code>object</code>,Rule is stable,Automatic fix available,"What it does#
Checks for classes that inherit from object.
","Why is this bad?#
Since Python 3, all classes inherit from object by default, so object can
be omitted from the list of base classes.
","----neg----:
class Foo(object):
    ...
----pos----:
class Foo:
    ...
",,"
<h1 id=""useless-object-inheritance-up004"">useless-object-inheritance (UP004)<a class=""headerlink"" href=""#useless-object-inheritance-up004"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>pyupgrade</strong> linter.</p>
<p>Fix is always available.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://www.python.org/dev/peps/pep-3115/"">PEP 3115</a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/deprecated-unittest-alias/,UP005,deprecated-unittest-alias,"<code>{alias}</code> is deprecated, use <code>{target}</code>",Rule is stable,Automatic fix available,"What it does#
Checks for uses of deprecated methods from the unittest module.
","Why is this bad?#
The unittest module has deprecated aliases for some of its methods.
The aliases may be removed in future versions of Python. Instead,
use their non-deprecated counterparts.
","----neg----:
from unittest import TestCase


class SomeTest(TestCase):
    def test_something(self):
        self.assertEquals(1, 1)
----pos----:
from unittest import TestCase


class SomeTest(TestCase):
    def test_something(self):
        self.assertEqual(1, 1)
",,"
<h1 id=""deprecated-unittest-alias-up005"">deprecated-unittest-alias (UP005)<a class=""headerlink"" href=""#deprecated-unittest-alias-up005"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>pyupgrade</strong> linter.</p>
<p>Fix is always available.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://docs.python.org/3/library/unittest.html#deprecated-aliases"">Python documentation: Deprecated aliases</a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/non-pep585-annotation/,UP006,non-pep585-annotation,Use <code>{to}</code> instead of <code>{from}</code> for type annotation,Rule is stable,Automatic fix available,"What it does#
Checks for the use of generics that can be replaced with standard library
variants based on PEP 585.
","Why is this bad?#
PEP 585 enabled collections in the Python standard library (like list)
to be used as generics directly, instead of importing analogous members
from the typing module (like typing.List).
When available, the PEP 585 syntax should be used instead of importing
members from the typing module, as it's more concise and readable.
Importing those members from typing is considered deprecated as of PEP
585.
This rule is enabled when targeting Python 3.9 or later (see:
target-version). By default, it's also enabled for earlier Python
versions if from __future__ import annotations is present, as
__future__ annotations are not evaluated at runtime. If your code relies
on runtime type annotations (either directly or via a library like
Pydantic), you can disable this behavior for Python versions prior to 3.9
by setting lint.pyupgrade.keep-runtime-typing to true.
","----neg----:
from typing import List

foo: List[int] = [1, 2, 3]
----pos----:
foo: list[int] = [1, 2, 3]
----other----:
This rule's fix is marked as unsafe, as it may lead to runtime errors when
alongside libraries that rely on runtime type annotations, like Pydantic,
on Python versions prior to Python 3.9.
","https://docs.astral.sh/ruff/settings/#target-version
target-version
None
https://docs.astral.sh/ruff/settings/#lint_pyupgrade_keep-runtime-typing
lint.pyupgrade.keep-runtime-typing
None","
<h1 id=""non-pep585-annotation-up006"">non-pep585-annotation (UP006)<a class=""headerlink"" href=""#non-pep585-annotation-up006"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>pyupgrade</strong> linter.</p>
<p>Fix is sometimes available.</p>
"
https://docs.astral.sh/ruff/rules/non-pep604-annotation/,UP007,non-pep604-annotation,Use <code>X | Y</code> for type annotations,Rule is stable,Automatic fix available,"What it does#
Check for type annotations that can be rewritten based on PEP 604 syntax.
","Why is this bad?#
PEP 604 introduced a new syntax for union type annotations based on the
| operator. This syntax is more concise and readable than the previous
typing.Union and typing.Optional syntaxes.
This rule is enabled when targeting Python 3.10 or later (see:
target-version). By default, it's also enabled for earlier Python
versions if from __future__ import annotations is present, as
__future__ annotations are not evaluated at runtime. If your code relies
on runtime type annotations (either directly or via a library like
Pydantic), you can disable this behavior for Python versions prior to 3.10
by setting lint.pyupgrade.keep-runtime-typing to true.
","----neg----:
from typing import Union

foo: Union[int, str] = 1
----pos----:
foo: int | str = 1
----other----:
This rule's fix is marked as unsafe, as it may lead to runtime errors when
alongside libraries that rely on runtime type annotations, like Pydantic,
on Python versions prior to Python 3.10. It may also lead to runtime errors
in unusual and likely incorrect type annotations where the type does not
support the | operator.
","https://docs.astral.sh/ruff/settings/#target-version
target-version
None
https://docs.astral.sh/ruff/settings/#lint_pyupgrade_keep-runtime-typing
lint.pyupgrade.keep-runtime-typing
None","
<h1 id=""non-pep604-annotation-up007"">non-pep604-annotation (UP007)<a class=""headerlink"" href=""#non-pep604-annotation-up007"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>pyupgrade</strong> linter.</p>
<p>Fix is sometimes available.</p>
"
https://docs.astral.sh/ruff/rules/super-call-with-parameters/,UP008,super-call-with-parameters,"Use <code>super()</code> instead of <code>super(__class__, self)</code>",Rule is stable,Automatic fix available,"What it does#
Checks for super calls that pass redundant arguments.
","Why is this bad?#
In Python 3, super can be invoked without any arguments when: (1) the
first argument is __class__, and (2) the second argument is equivalent to
the first argument of the enclosing method.
When possible, omit the arguments to super to make the code more concise
and maintainable.
","----neg----:
class A:
    def foo(self):
        pass


class B(A):
    def bar(self):
        super(B, self).foo()
----pos----:
class A:
    def foo(self):
        pass


class B(A):
    def bar(self):
        super().foo()
",,"
<h1 id=""super-call-with-parameters-up008"">super-call-with-parameters (UP008)<a class=""headerlink"" href=""#super-call-with-parameters-up008"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>pyupgrade</strong> linter.</p>
<p>Fix is always available.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://docs.python.org/3/library/functions.html#super"">Python documentation: <code>super</code></a></li>
<li><a href=""https://www.youtube.com/watch?v=X1PQ7zzltz4"">super/MRO, Python's most misunderstood feature.</a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/utf8-encoding-declaration/,UP009,utf8-encoding-declaration,UTF-8 encoding declaration is unnecessary,Rule is stable,Automatic fix available,"What it does#
Checks for unnecessary UTF-8 encoding declarations.
","Why is this bad?#
PEP 3120 makes UTF-8 the default encoding, so a UTF-8 encoding
declaration is unnecessary.
","----neg----:
# -*- coding: utf-8 -*-
print(""Hello, world!"")
----pos----:
print(""Hello, world!"")
",,"
<h1 id=""utf8-encoding-declaration-up009"">utf8-encoding-declaration (UP009)<a class=""headerlink"" href=""#utf8-encoding-declaration-up009"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>pyupgrade</strong> linter.</p>
<p>Fix is always available.</p>
"
https://docs.astral.sh/ruff/rules/unnecessary-future-import/,UP010,unnecessary-future-import,Unnecessary <code>__future__</code> import <code>{import}</code> for target Python version,Rule is stable,Automatic fix available,"What it does#
Checks for unnecessary __future__ imports.
","Why is this bad?#
The __future__ module is used to enable features that are not yet
available in the current Python version. If a feature is already
available in the minimum supported Python version, importing it
from __future__ is unnecessary and should be removed to avoid
confusion.
","----neg----:
from __future__ import print_function

print(""Hello, world!"")
----pos----:
print(""Hello, world!"")
","https://docs.astral.sh/ruff/settings/#target-version
target-version
None","
<h1 id=""unnecessary-future-import-up010"">unnecessary-future-import (UP010)<a class=""headerlink"" href=""#unnecessary-future-import-up010"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>pyupgrade</strong> linter.</p>
<p>Fix is always available.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://docs.python.org/3/library/__future__.html"">Python documentation: <code>__future__</code> — Future statement definitions</a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/lru-cache-without-parameters/,UP011,lru-cache-without-parameters,Unnecessary parentheses to <code>functools.lru_cache</code>,Rule is stable,Automatic fix available,"What it does#
Checks for unnecessary parentheses on functools.lru_cache decorators.
","Why is this bad?#
Since Python 3.8, functools.lru_cache can be used as a decorator without
trailing parentheses, as long as no arguments are passed to it.
","----neg----:
import functools


@functools.lru_cache()
def foo():
    ...
----pos----:
import functools


@functools.lru_cache
def foo():
    ...
","https://docs.astral.sh/ruff/settings/#target-version
target-version
None","
<h1 id=""lru-cache-without-parameters-up011"">lru-cache-without-parameters (UP011)<a class=""headerlink"" href=""#lru-cache-without-parameters-up011"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>pyupgrade</strong> linter.</p>
<p>Fix is always available.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://docs.python.org/3/library/functools.html#functools.lru_cache"">Python documentation: <code>@functools.lru_cache</code></a></li>
<li><a href=""https://github.com/python/cpython/issues/80953"">Let lru_cache be used as a decorator with no arguments</a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/unnecessary-encode-utf8/,UP012,unnecessary-encode-utf8,Unnecessary call to <code>encode</code> as UTF-8,Rule is stable,Automatic fix available,"What it does#
Checks for unnecessary calls to encode as UTF-8.
","Why is this bad?#
UTF-8 is the default encoding in Python, so there is no need to call
encode when UTF-8 is the desired encoding. Instead, use a bytes literal.
","----neg----:
""foo"".encode(""utf-8"")
----pos----:
b""foo""
",,"
<h1 id=""unnecessary-encode-utf8-up012"">unnecessary-encode-utf8 (UP012)<a class=""headerlink"" href=""#unnecessary-encode-utf8-up012"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>pyupgrade</strong> linter.</p>
<p>Fix is always available.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://docs.python.org/3/library/stdtypes.html#str.encode"">Python documentation: <code>str.encode</code></a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/convert-typed-dict-functional-to-class/,UP013,convert-typed-dict-functional-to-class,Convert <code>{name}</code> from <code>TypedDict</code> functional to class syntax,Rule is stable,Automatic fix available,"What it does#
Checks for TypedDict declarations that use functional syntax.
","Why is this bad?#
TypedDict subclasses can be defined either through a functional syntax
(Foo = TypedDict(...)) or a class syntax (class Foo(TypedDict): ...).
The class syntax is more readable and generally preferred over the
functional syntax.
","----neg----:
from typing import TypedDict

Foo = TypedDict(""Foo"", {""a"": int, ""b"": str})
----pos----:
from typing import TypedDict


class Foo(TypedDict):
    a: int
    b: str
",,"
<h1 id=""convert-typed-dict-functional-to-class-up013"">convert-typed-dict-functional-to-class (UP013)<a class=""headerlink"" href=""#convert-typed-dict-functional-to-class-up013"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>pyupgrade</strong> linter.</p>
<p>Fix is sometimes available.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://docs.python.org/3/library/typing.html#typing.TypedDict"">Python documentation: <code>typing.TypedDict</code></a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/convert-named-tuple-functional-to-class/,UP014,convert-named-tuple-functional-to-class,Convert <code>{name}</code> from <code>NamedTuple</code> functional to class syntax,Rule is stable,Automatic fix available,"What it does#
Checks for NamedTuple declarations that use functional syntax.
","Why is this bad?#
NamedTuple subclasses can be defined either through a functional syntax
(Foo = NamedTuple(...)) or a class syntax (class Foo(NamedTuple): ...).
The class syntax is more readable and generally preferred over the
functional syntax, which exists primarily for backwards compatibility
with collections.namedtuple.
","----neg----:
from typing import NamedTuple

Foo = NamedTuple(""Foo"", [(""a"", int), (""b"", str)])
----pos----:
from typing import NamedTuple


class Foo(NamedTuple):
    a: int
    b: str
",,"
<h1 id=""convert-named-tuple-functional-to-class-up014"">convert-named-tuple-functional-to-class (UP014)<a class=""headerlink"" href=""#convert-named-tuple-functional-to-class-up014"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>pyupgrade</strong> linter.</p>
<p>Fix is sometimes available.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://docs.python.org/3/library/typing.html#typing.NamedTuple"">Python documentation: <code>typing.NamedTuple</code></a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/redundant-open-modes/,UP015,redundant-open-modes,Unnecessary open mode parameters,Rule is stable,Automatic fix available,"What it does#
Checks for redundant open mode parameters.
","Why is this bad?#
Redundant open mode parameters are unnecessary and should be removed to
avoid confusion.
","----neg----:
with open(""foo.txt"", ""r"") as f:
    ...
----pos----:
with open(""foo.txt"") as f:
    ...
",,"
<h1 id=""redundant-open-modes-up015"">redundant-open-modes (UP015)<a class=""headerlink"" href=""#redundant-open-modes-up015"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>pyupgrade</strong> linter.</p>
<p>Fix is always available.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://docs.python.org/3/library/functions.html#open"">Python documentation: <code>open</code></a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/datetime-timezone-utc/,UP017,datetime-timezone-utc,Use <code>datetime.UTC</code> alias,Rule is stable,Automatic fix available,"What it does#
Checks for uses of datetime.timezone.utc.
","Why is this bad?#
As of Python 3.11, datetime.UTC is an alias for datetime.timezone.utc.
The alias is more readable and generally preferred over the full path.
","----neg----:
import datetime

datetime.timezone.utc
----pos----:
import datetime

datetime.UTC
","https://docs.astral.sh/ruff/settings/#target-version
target-version
None","
<h1 id=""datetime-timezone-utc-up017"">datetime-timezone-utc (UP017)<a class=""headerlink"" href=""#datetime-timezone-utc-up017"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>pyupgrade</strong> linter.</p>
<p>Fix is sometimes available.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://docs.python.org/3/library/datetime.html#datetime.UTC"">Python documentation: <code>datetime.UTC</code></a></li>
</ul>
"
